ID,QUESTION,ANSWER,Generated Answer,Precision,Recall,F1
94,Give two examples of pathogens that cause disease in plants,"Student answers may vary. The following are some examples: Phytophthora infestans, which causes potato blight; Fusarium oxysporum, the cause of Panama disease; Phytophthora cinnamomi, the cause of root rot or dieback disease.","The Tobacco Mosaic Virus (TMV) and the fungal pathogen Phytophthora infestans are two examples of pathogens that cause significant diseases in plants. TMV is a viral pathogen that causes mosaic-like symptoms on tobacco and other solanaceous crops, while P. infestans is a water mold that causes late blight disease in potatoes and tomatoes. These pathogens can lead to substantial yield losses and economic damage if not managed properly. They are also known to cause significant stress to plant populations worldwide.",0.537,0.611,0.572
95,What is a zoonotic disease? Give an example of this type of disease.,"A zoonotic disease is a disease that has passed from an animal host to a human. An example is bovine spongiform encephalopathy (BSE) in cows, which can be transmitted to humans as variant Creutzfeldt-Jakob disease (vCJD).","A zoonotic disease is an illness that can be transmitted from animals to humans. This type of disease can spread through various means such as bites, scratches, contact with infected bodily fluids, or consumption of contaminated food and water. An example of a zoonotic disease is rabies, which is caused by a virus found in infected mammals like dogs, cats, and bats.",0.623,0.619,0.621
96,Describe antigenic variation. What is the purpose of this adaptation in pathogens?,"Antigenic variation is the ability of pathogens to change their antigens (molecules on cells/pathogen surface that can induce an immune response in the host). Antigenic variation allows the pathogen to avoid recognition by the host’s immune system upon secondary exposure, giving the pathogen more time to colonise its host","Antigenic variation is a mechanism used by some pathogens, such as certain viruses and bacteria, to evade the host's immune system. This adaptation involves changing the surface proteins or antigens on the pathogen's surface, making it difficult for the immune system to recognize and target them consistently. The purpose of antigenic variation is to allow the pathogen to persist in the host by avoiding neutralization and elimination by the immune response. This enables the pathogen to continue infecting and replicating, potentially leading to prolonged or recurrent infections.",0.674,0.751,0.711
97,Briefly describe how HIV overcomes the host's immune response.,HIV uses the host’s T lymphocytes which direct coordination of the immune response. HIV has a protein on its surface that binds to receptors on T lymphocytes and hijacks those cells to make replicates of the virus.,"HIV (Human Immunodeficiency Virus) overcomes the host's immune response by targeting and destroying CD4+ T cells, which are a crucial part of the immune system. The virus uses its envelope protein to fuse with the host cell membrane, releasing its genetic material into the cell. Once inside, HIV replicates rapidly, producing large quantities of viral particles that can infect other cells. This leads to a gradual decline in CD4+ T cell numbers, weakening the immune system and making it difficult for the body to fight off infections.",0.588,0.661,0.623
98,How does sneezing advance transmission of pathogens?,Some pathogens have adaptations that cause the host to produce extra mucus and cause discomfort resulting in sneezing. Sneezing can spread pathogens much faster and further to susceptible hosts than through direct skin-to-skin contact.,"Sneezing can advance the transmission of pathogens by propelling droplets containing viruses and bacteria into the air at high speeds, potentially infecting others who are in close proximity. These droplets can travel up to 20 feet or more, increasing the risk of transmission. The forceful expulsion of mucus and saliva during a sneeze can also spread pathogens on surfaces and objects, allowing for further transmission. This is especially concerning in crowded areas or among people with weakened immune systems.",0.556,0.608,0.581
99,Distinguish between disease caused by viruses and those caused by bacteria.,Viral pathogens rely on their viral envelope and capsid to penetrate host cells. Once a virus infects a host plant it can either result in a localised infection or it can move apoplastically or symplastically through the plant to become a systemic infection. Bacteria enter host plants via the stomata or other small wounds/openings. Once they have infected the plant they can move apoplastically to travel around the plant.,"Diseases caused by viruses typically have a more rapid onset of symptoms, are often contagious, and may not respond well to antibiotics. In contrast, diseases caused by bacteria tend to develop more gradually, can also be contagious, but usually respond to antibiotic treatment. Viral infections often involve the respiratory or gastrointestinal systems, while bacterial infections can affect various parts of the body.",0.523,0.52,0.522
100,Determine how you would distinguish between a healthy and a diseased plant,"Observing the colour and appearance of a plant is essential to determining whether the plant is healthy or unhealthy. Healthy plants typically exhibit stems which are straight and not wilted, leaves which are of a dark green colour and not discoloured or misshapen. Flowers of healthy plants are brightly coloured and plentiful. Healthy plants do not have lesions or other abnormal growths and may have multiple stems which are thicker. Unhealthy plants on the other hand exhibit discolouration in leaves and stems and flowers are not present or are very few. Plants that are suffering from disease may also exhibit wilting, dieback and organ deformities (leaf curling and excessive growths) especially when infections produce galls and other lesions.","To distinguish between a healthy and a diseased plant, look for signs of vigor and vitality in the healthy plant, such as robust growth, vibrant green color, and absence of pests or diseases. In contrast, a diseased plant may exhibit symptoms like yellowing or browning leaves, wilting, or presence of visible pathogens like fungi, bacteria, or insects. Healthy plants also tend to have strong root systems and produce new growth, whereas diseased plants often show stunted or deformed growth patterns. A visual inspection can help identify these differences.",0.622,0.606,0.614
101,List at least three physical barriers that aid in the prevention of pathogen entry into animals,The physical barriers that help to prevent pathogen entry are: • skin—which prevents entry of pathogens into the body • cilia—help to move mucus and other debris into the stomach or out of the body • peristalsis—aids in the movement of secretions (mucus) or foreign invaders to the stomach to kill pathogenic organisms.,"Physical barriers such as skin, mucous membranes, and feathers can prevent pathogen entry into animals by providing a protective layer against external pathogens. The skin acts as a physical barrier to prevent bacterial and fungal infections. Mucous membranes in the respiratory, gastrointestinal, and genitourinary tracts also serve as a physical barrier to prevent viral and bacterial infections.",0.598,0.581,0.589
102,List at least three chemical barriers that aid in the prevention of pathogen entry into animals.,"The chemical barriers that help to prevent pathogen entry into an animal are typically bodily secretions such as: • mucus—a sticky substance that traps pathogens and other foreign matter that enters the body • sebum—an oily substance produced by the sebaceous glands that make the skin slightly acidic to prevent pathogenic organisms from growing on the skin and entering the body • cerumen—an oily waxy substance produced by the glands in the ear canal that helps to trap foreign substances and pathogens • acidic secretions (stomach, urogenital)—provide an acidic environment which pathogens are unable to tolerate and aid in the destruction of pathogenic organisms • lacrimal secretions—produced by the tear ducts they contain enzymes and other substances that break down bacterial cell walls and prevent infection by washing away debris and other foreign matter • lysozymes—enzymes found in secretions such as saliva, mucus and tears. This enzyme breaks down bacterial cell walls","Mucous membranes lining the respiratory and gastrointestinal tracts serve as a physical barrier against pathogens. The skin also acts as a protective barrier, preventing direct contact between pathogens and internal tissues. Additionally, the acidic pH of the stomach helps to denature proteins on the surface of many pathogens, making it difficult for them to adhere to and infect host cells.",0.583,0.501,0.539
103,How are microflora necessary for the health of an animal?,"Microflora are beneficial bacteria that inhabit the skin, mouth, nose, throat, lower part of the gastrointestinal tract and the urogenital tract in healthy individuals. Microflora plays an important role in keeping pathogenic organisms from inhabiting an animal. The presence of microflora prevents the growth and colonisation of other bacteria because microflora compete with pathogenic bacteria for space and resources, and produce chemicals that reduce the pH of the micro-environment.","Microflora play a crucial role in maintaining the overall health and well-being of animals by aiding in digestion, synthesizing essential vitamins, and supporting the immune system. They help break down complex nutrients, absorb minerals, and produce short-chain fatty acids that provide energy to the host animal. A balanced microflora is also essential for preventing diseases and promoting a healthy gut microbiome. This, in turn, contributes to the overall health and vitality of the animal.",0.588,0.612,0.6
104,Outline the main components of the innate immune system,"The main components of the innate immune system are a number of specialised types of white blood cells (e.g. neutrophils, macrophages, monocytes, dendritic cells), a number of proteins and enzymes (e.g. lysozymes, cytokines, and complement proteins), inflammatory responses (involving histamines and prostaglandins), and apoptosis (programmed cell death).","The innate immune system consists of physical barriers such as skin and mucous membranes, cells like neutrophils and macrophages that engulf foreign particles, and proteins like complement that help eliminate pathogens. Additionally, the innate immune system includes the activation of inflammatory responses to combat infection. The main components also include dendritic cells that process and present antigens to T-cells, and natural killer cells that directly kill infected cells or tumor cells. These components work together to provide immediate defense against infections.",0.627,0.642,0.634
105,Phagocytes are important cells of the innate immune system. What is the function of some phagocytes that links the innate and adaptive immune systems?,"Some phagocytes, such as macrophages and dendritic cells, are involved in antigen presentation to lymphocytes. It is this antigen presentation that links the innate and adaptive immune systems.","Some phagocytes, such as dendritic cells, play a crucial role in linking the innate and adaptive immune systems by processing and presenting antigens to T-cells, thereby initiating an adaptive immune response. This process involves the engulfment of pathogens or foreign particles, followed by the presentation of their components to T-cells, which then triggers a specific immune response. Dendritic cells act as professional antigen-presenting cells (APCs), bridging the innate and adaptive immune responses.",0.625,0.75,0.682
106,Distinguish between neutrophils and macrophages.,"This information may be presented in a table and diagrams drawn for further distinguishable features of both cells. Neutrophils are one of the most abundant white blood cells and a type of phagocyte. They can be distinguished by vesicles within their cytoplasm, which contain antimicrobial proteins to destroy pathogenic organisms. These cells are produced in the bone marrow and may live for a few hours. Macrophages on the other hand are matured monocytes. Macrophages work by ingesting pathogens in a phagosome. The cell membrane of the macrophage then binds with a lysosome (containing digestive enzymes) that dissolves the contents of the phagosome. Macrophages are antigen-presenting cells and aid in the recognition of an invader by initiating T and B lymphocytes to be released. Macrophages may live for several months engulfing pathogenic organisms.","Neutrophils and macrophages are both types of white blood cells that play crucial roles in the immune system. Neutrophils are primarily involved in acute inflammation, fighting off bacterial infections, and are typically short-lived, lasting only a few days. Macrophages, on the other hand, are longer-lived, often persisting for weeks or even months, and are responsible for engulfing foreign particles, dead cells, and bacteria, as well as participating in chronic inflammation and tissue repair.",0.65,0.564,0.604
107,Which MHC class interacts with helper T lymphocytes. and which interacts with cytotoxic T lymphocytes?,MHC-II interacts with helper T lymphocytes and MHC-I interacts with cytotoxic T lymphocytes,"MHC Class II molecules interact with helper T lymphocytes (CD4+ T cells), while MHC Class I molecules interact with cytotoxic T lymphocytes (CD8+ T cells). This is because MHC Class II presents antigens to CD4+ T cells, which are involved in the activation and regulation of immune responses, whereas MHC Class I presents antigens to CD8+ T cells, which are involved in cell-mediated immunity.",0.605,0.848,0.706
108,Identify the different types of T lymphocytes and their functions.,"T lymphocyte Function helper T lymphocytes activate in recognition to an antigen presented by a phagocyte (macrophage) prompt T lymphocytes to release cytokines and stimulate B lymphocytes to differentiate into plasma cells which multiply and secrete antibodies and memory B lymphocytes as a response stimulate the production of cytotoxic T lymphocytes and cause macrophages to phagocytose more rapidly cytotoxic T lymphocytes (killer T cells) recognise and kill foreign, infected or abnormal host cells by releasing toxic compounds destroy the body cell by deteriorating its cell membrane or injecting enzymes that will kill the cell and prevent the pathogen from infecting any further suppressor T lymphocytes turn off the immune response once the antigen has been successfully contained, destroyed or removed memory T lymphocytes remain in the body (in the lymphatic system) ready to mobilise if reinfected with the same pathogen able to quickly proliferate (divide) into effector T cells to","There are two main types of T lymphocytes: CD4+ (also known as helper T cells) and CD8+ (also known as cytotoxic T cells). CD4+ T cells play a crucial role in activating other immune cells, such as B cells and macrophages, to fight infections. CD8+ T cells directly kill infected cells or produce chemical signals that activate the immune response.",0.588,0.583,0.585
109,Explain why the lymphatic system is an important part of the adaptive immune response.,"The lymphatic system is an important part of the immune response generally because it is involved in the transport of immune cells throughout the body, and of adaptive immune responses specifically, because secondary lymphoid tissues are sites where antigen-presenting cells present antigens to lymphocytes, activating them and stimulating an adaptive immune response.","The lymphatic system plays a crucial role in the adaptive immune response by acting as a transportation network for lymphocytes, such as T cells and B cells, to reach sites of infection or inflammation. It also filters out pathogens and toxins from the body fluids, presenting them to immune cells for recognition and response. The lymph nodes within the lymphatic system serve as critical checkpoints where immune cells can interact with antigens and become activated to mount an effective immune response. This process enables the body to develop specific immunity against future infections.",0.671,0.735,0.702
110,Define ' immunity'.,"The ability of a body or organism to recognise foreign substances, stimulate immune cells and kill and destroy the pathogen or foreign matter is known as immunity.","Immunity refers to the body's ability to defend itself against infectious organisms and other foreign substances. It involves a complex system of cells, tissues, and organs that work together to recognize and eliminate pathogens, such as bacteria, viruses, and fungi. This defense mechanism can be acquired through vaccination or developed naturally after exposure to an antigen.",0.559,0.676,0.612
111,Describe the process of phagocytosis.,"Phagocytosis is the process by which phagocytes (e.g. macrophages) engulf other cells or particles—particularly foreign matter or pathogens. First, the phagocyte recognises the antigen of the pathogen as foreign and engulfs it. The cell membrane then forms a vacuole (called a phagosome) around it. Next, a lysosome, containing digestive enzymes, fuses with the phagosome, forming a phagolysosome. The digestive enzymes break down the pathogen and the antigen fragments are presented on the surface of the phagocyte by MHC-II molecules. The leftover fragments are then released from the cell by exocytosis.","Phagocytosis is a cellular process where a cell engulfs and consumes foreign particles or microorganisms, such as bacteria, dead cells, or debris. The process begins when a phagocyte, typically a white blood cell like a neutrophil or macrophage, recognizes the foreign particle through surface receptors. The phagocyte then extends pseudopodia to surround the particle, forming a membrane-bound vesicle called a phagosome. The contents of the phagosome are then digested and broken down by enzymes within the cell.",0.719,0.7,0.709
112,Distinguish between antibodies and antigens.,"Antibodies, also known as immunoglobulins (Ig), are produced by B lymphocytes and released into the blood and lymph. Antibodies are proteins that bind to specific antigen molecules. The basic unit of an antibody molecule is a Y-shaped protein, formed by four polypeptide chains—two long heavy chains and two short light chains. Antibodies interfere with the function of the pathogen in a number of ways, including neutralising bacterial toxins, binding to antigens and activating phagocytes, and binding with soluble antigens causing them to precipitate out of solution. Antigens are unique molecules or parts of molecules that can be recognised by T lymphocytes or by antibodies produced by B lymphocytes. Antigens may be toxins, foreign substances, pathogens or parts of a pathogen that allow the body to recognise potentially harmful substances foreign to a body and mount an immune response against them. There are two main types of antigens: foreign antigens (heteroantigens) and non-foreign antigens (autoantigens). Antibodies induce an immune response to produce antibodies.","Antibodies are proteins produced by the immune system in response to the presence of foreign substances, such as viruses or bacteria, while antigens are the substances that trigger the production of these antibodies. In other words, antigens stimulate an immune response, which leads to the production of antibodies. Antibodies bind specifically to their corresponding antigens, helping to neutralize or remove them from the body. This interaction is a key part of the immune system's defense against infection and disease.",0.649,0.561,0.602
113,What is meant by the term 'emerging infectious disease'?,"Emerging infectious diseases are either new or previously unrecognised diseases; diseases that have increased in incidence, virulence or geographic range; or diseases that may increase in the near future","An emerging infectious disease refers to a new or previously rare disease that has recently appeared in a population or is increasing in incidence. This can include diseases caused by bacteria, viruses, fungi, or other pathogens that have not been commonly seen before or are becoming more prevalent due to various factors such as climate change, human migration, and antimicrobial resistance.",0.56,0.629,0.592
114,How can an organism become pathogenic and cause disease?,"New diseases emerge because of mutations in a pathogen, as well as when pathogens are exposed to a selection pressure (e.g. a drug) or adapt to a new host. Mutations may enable a pathogen to move to a new host. New mutations may increase the virulence, that is the ability of the pathogen to move into a wider range of hosts.","An organism becomes pathogenic when it undergoes genetic mutations or acquires new genes that enable it to infect and harm other organisms. This can occur through horizontal gene transfer from one bacterium to another, or through the acquisition of virulence factors such as toxins or adhesins. Additionally, environmental pressures and selection forces can drive the evolution of pathogenic traits in an organism. As a result, what was once a harmless microbe becomes a disease-causing agent.",0.576,0.62,0.597
115,Identify three human behaviours that can facilitate the spread of infectious disease.,"Answers may include: human-to-human contact, sexual activity, medical procedures.","Touching one's face, especially the eyes and mouth, after coming into contact with contaminated surfaces or individuals can facilitate the spread of infectious diseases. Close proximity to others, such as in crowded areas or public transportation, increases the likelihood of transmission. Additionally, not covering one's mouth when coughing or sneezing can release droplets that contain pathogens, potentially infecting those nearby.",0.387,0.452,0.417
116,Name six procedures that can be used to prevent the spread of infectious disease.,1 hygiene practices 2 quarantine 3 vaccination 4 public health campaigns 5 use of pesticides 6 genetic engineering,"Hand hygiene, vaccination, quarantine, sterilization, disinfection, and proper waste disposal are six procedures that can be used to prevent the spread of infectious diseases. These measures help reduce the transmission of pathogens and protect individuals from infection. Regular cleaning and disinfecting of surfaces and equipment also play a crucial role in preventing the spread of infectious diseases. Additionally, proper use of personal protective equipment (PPE) is essential in high-risk settings such as hospitals and clinics.",0.432,0.565,0.49
117,Explain the difference between active and passive immunity.,"Active immunity involves an individual’s own adaptive immune response. It takes time to develop, but the immunological memory that results can last for many years, even a lifetime. Passive immunity involves the transfer of antibodies produced by another organism. This type of immunity is immediate, but will only protect the recipient for a few weeks or months because it does not result in immunological memory.","Active immunity occurs when an individual's body produces antibodies in response to direct exposure to a pathogen, such as through vaccination or infection. This type of immunity provides long-term protection against future infections. Passive immunity, on the other hand, involves the transfer of pre-formed antibodies from one individual to another, often through breastfeeding or immunoglobulin injections.",0.608,0.626,0.617
118,Provide an example of a public health crisis in Australia caused by infectious disease and describe the public health campaign.,"An example answer is: In July 1998 the Greater Western Sydney water supply was infected by high concentrations of the parasites Cryptosporidium and Giardia. An immediate public health campaign was launched. It included educating the public about the parasites and possible causes of water supply contamination as well as informing the public about the resulting treatment of the water supply. Information was disseminated through the media, schools and community organisations, as well as any locations where contact with contaminated water was likely (such as public pools and water fountains).","The 1919 Influenza Pandemic is an example of a public health crisis in Australia caused by infectious disease. The pandemic spread rapidly across the country, with over 50,000 reported cases and 4,500 deaths. To combat the outbreak, the Australian government launched a public health campaign that included the distribution of posters, pamphlets, and other educational materials to inform the public about the risks of influenza and how to prevent its spread. The campaign also involved the establishment of isolation hospitals and the implementation of quarantine measures at ports and borders.",0.574,0.579,0.577
119,Explain how antiseptics and disinfectants differ from antibiotics.,"Disinfectants are used to kill pathogens on surfaces. Antiseptics are used to kill pathogens on the body. They are nonspecific chemicals, killing or inactivating most viruses, bacteria and fungi. Antibiotics are used in the body and are specific for a group of bacteria","Antiseptics and disinfectants are substances that kill or inhibit the growth of microorganisms on living tissues or inanimate surfaces, respectively. They work by denaturing proteins, disrupting cell membranes, or interfering with cellular processes, but do not target specific microbial pathogens. Antibiotics, on the other hand, are specifically designed to target and eliminate bacterial infections by inhibiting essential metabolic processes unique to bacteria. This targeted action allows antibiotics to be effective against a wide range of bacterial species without harming human cells.",0.589,0.687,0.635
120,List some ways in which antiviral drugs may limit the spread of a virus.,"Antiviral drugs can work by: • preventing the virus from entering the cell, by binding to receptors that allow the virus to enter • inhibiting enzymes that catalyse reproduction of the virus genome • inhibiting reverse transcriptase (for retroviruses) • blocking transcription and translation of viral proteins • preventing the viruses from leaving the cell, so they cannot infect other cells.","Antiviral drugs can limit the spread of a virus by reducing the viral load in an infected individual, thereby decreasing the likelihood of transmission to others. These medications can also help prevent the virus from replicating and spreading to other parts of the body. In some cases, antiviral drugs may be used as post-exposure prophylaxis (PEP) to prevent infection after exposure to a virus. This can be particularly effective in high-risk situations such as healthcare settings or among individuals with compromised immune systems.",0.575,0.597,0.586
121,How does antibiotic resistance arise and spread through bacterial populations?,Antibiotic resistance genes may already be present in the genome. They originate by mutation and can be passed to offspring in cell replication—all cells in a clone or colony of bacteria will have the resistance genes. They can be spread between bacteria by horizontal gene transfer—transferring plasmids that have resistance genes.,"Antibiotic resistance arises when bacteria evolve mechanisms to survive exposure to antibiotics, often through genetic mutations or horizontal gene transfer from other resistant bacteria. This can occur naturally in the environment or as a result of selective pressure from antibiotic use. As resistant bacteria multiply and outcompete susceptible ones, they can spread within bacterial populations, making infections harder to treat. Over time, this can lead to the emergence of ""superbugs"" that are highly resistant to antibiotics.",0.572,0.623,0.597
122,Distinguish between an epidemic and a pandemic.,"An epidemic is the sudden increase in the number of cases of a disease, above what is normally expected in that population in that area. A pandemic is an epidemic that has spread over several countries or continents, usually affecting a large number of people.","An epidemic refers to a sudden increase in the number of cases of a disease within a specific geographic area, such as a city or region. A pandemic, on the other hand, is a widespread outbreak of a disease that affects multiple countries and often involves international travel and global spread. In essence, an epidemic is contained within a smaller area, while a pandemic has a much broader reach. This distinction highlights the severity and potential impact of a disease outbreak.",0.667,0.757,0.709
123,Describe herd immunity.,"Herd immunity is when a large number of people in a population are immune to a pathogen, reducing the chance of it successfully spreading through that population.","Herd immunity occurs when a sufficient percentage of a population is immunized against a disease, thereby protecting those who are unable or unwilling to receive vaccinations, such as young children and people with weakened immune systems. This creates a ""herd"" effect where the spread of the disease is significantly reduced or eliminated. The threshold for herd immunity varies depending on the disease, but it's generally considered to be around 80-95% of the population.",0.548,0.71,0.618
124,Differentiate between the incidence and prevalence of a disease.,"The incidence of disease is the rate of occurrence of new cases, indicating the risk of contracting the disease. The prevalence of disease measures the proportion of cases in the population at a given time, indicating how widespread the disease is.","Incidence refers to the number of new cases of a disease that occur within a specified period among a population at risk. Prevalence, on the other hand, is the total number of cases of a disease present in a population at a given time, including both new and existing cases. Incidence measures the rate of occurrence, while prevalence indicates the burden or extent of the disease in the population. This distinction is crucial for understanding the impact and management of a disease.",0.661,0.777,0.714
125,Provide two reasons why knowledge of Indigenous Australian bush medicine remains limited.,"Two example answers are: (1) Traditional Indigenous Australian knowledge is shared through oral tradition, as well as singing and dancing ceremonies rather than recorded in writing. (2) Little research has been conducted on Indigenous Australian bush medicine and healing practices.","The knowledge of Indigenous Australian bush medicine remains limited due to a lack of documentation and recording of traditional practices by European colonizers, which led to the loss of cultural heritage and medicinal knowledge. Additionally, many Indigenous Australians were forcibly removed from their lands and communities, disrupting the transmission of traditional knowledge from one generation to the next.",0.552,0.569,0.561
126,Identify some traditional roles of Indigenous Australian healers in bush medicine.,"Diagnosing, advising, reassuring and performing healing treatments.","Traditional Indigenous Australian healers played a significant role in bush medicine, using their knowledge of native plants and natural remedies to treat various ailments. They were skilled in identifying and preparing medicinal plants such as eucalyptus, tea tree, and quandong for use in treating conditions like fever, wounds, and skin infections. These healers also used spiritual and ritual practices to diagnose and treat illnesses, often believing that physical and spiritual health were interconnected. Their expertise was passed down through generations by word of mouth and hands-on training.",0.384,0.598,0.468
127,How do organisms exchange heat with their environment?,"Conduction occurs when the temperature of the organism and the environment are different. Heat exchange is a result of direct contact (e.g. a lizard basking on a warm rock). Convection is the transmission of heat from a warmer region to a colder region, resulting from the movement of liquid or gas (e.g. heat moves from the inside of living organisms to the body surface by convection). Radiation occurs all the time, without direct contact, regardless of temperature differences between the organism and their environment (e.g. heat radiating from dark coloured surfaces). Evaporation is heat loss by water evaporation. This occurs most rapidly when the air is hot and dry (e.g. sweating).","Organisms exchange heat with their environment through various mechanisms, including conduction, convection, and radiation. Conduction occurs when direct contact is made between an organism and its surroundings, such as a warm-blooded animal touching a cold surface. Convection involves the movement of fluids or gases that carry heat away from an organism, like a fan blowing air over a person on a hot day. Radiation allows organisms to lose heat through electromagnetic waves, similar to how the sun's rays can warm up the Earth.",0.651,0.611,0.631
128,What are three mechanisms humans use to produce heat?,Answers may include: • voluntary movement/physical exercise • shivering thermogenesis • non-shivering thermogenesis • increasing rate of cellular respiration (metabolism).,"Humans produce heat through shivering, increased metabolism, and muscle activity. Shivering is a physical response that generates heat when the body temperature drops. Increased metabolism occurs when the body burns more calories than usual to produce heat, often seen in cases of fever or intense exercise. Muscle activity also produces heat as muscles contract and relax, generating internal warmth.",0.477,0.47,0.473
129,What are three mechanisms humans use to lose heat?,"Answers may include: • evaporative cooling, which occurs through sweating or perspiring • rate of cellular respiration decreases in internal organs, which decreases body temperature • covering your body with water, spraying water on your skin has the same effect as sweating • swimming will cause heat loss through conduction across the skin when you are in cool water; further cooling occurs when you are out of the water (evaporative cooling) • vasodilation is the dilation of the blood vessels in the skin; dilation means more blood is sent to the extremities; heat is lost to the environment by radiation and convection (especially if it is windy) • changing body shape to increase surface area • removing clothing will reduce the layer of insulation and allow heat to escape.","Humans lose heat through sweating, which evaporates and cools the body, radiation, where the body emits heat as infrared light, and convection, where warm air rises from the skin's surface. Additionally, humans also lose heat through evaporation of moisture from the respiratory system. This process is often referred to as ""breathing off"" excess heat.",0.6,0.526,0.561
130,"What is the main role of insulin, and how does this hormone function?",The overall effect of insulin is to lower blood glucose levels. It does this by: • increasing conversion of glucose to fat in fat cells • increasing uptake of glucose in muscle and fat cells • increasing the conversion of glucose to the storage compound glycogen for storage in the liver.,"Insulin is a hormone produced by the pancreas that plays a crucial role in regulating blood sugar levels. Its primary function is to facilitate the uptake of glucose from the bloodstream into cells throughout the body, thereby lowering blood sugar levels. Insulin acts as a key that unlocks cells, allowing glucose to enter and be used for energy production, growth, and maintenance. This process helps maintain normal blood sugar levels and prevents conditions such as hyperglycemia.",0.586,0.626,0.605
131,What are 'signalling molecules'?,Signalling molecules are chemicals involved in communication between cells within the body.,"Signalling molecules, also known as signaling proteins or ligands, are chemical messengers that transmit signals from one cell to another or within the same cell. They bind to specific receptors on the surface of target cells, triggering a cascade of intracellular responses that can lead to changes in gene expression, protein activity, or other cellular processes. Examples include hormones like insulin and adrenaline, growth factors such as epidermal growth factor (EGF), and neurotransmitters like dopamine and serotonin. These molecules play crucial roles in various physiological and pathological processes.",0.441,0.718,0.547
132,Describe the feature of a target cell that makes it receptive to a particular signalling molecule.,Target cells have receptors that are specific to a particular signalling molecule; these receptors allow recognition of the signalling molecule and the target cells responds.,"The feature of a target cell that makes it receptive to a particular signaling molecule is the presence of specific receptors on its surface or within its cytoplasm. These receptors are molecules that bind to the signaling molecule, allowing it to interact with and trigger a response in the cell. The shape and chemical structure of the receptor are complementary to those of the signaling molecule, enabling them to bind together and initiate a signal transduction cascade. This binding event is highly specific and determines which cells will respond to the signaling molecule.",0.593,0.757,0.665
133,Which type of nervous system response protects the body,"The reflex response, which is an involuntary action to remove the body from further pain and injury","The autonomic nervous system (ANS) is responsible for protecting the body by regulating various involuntary functions such as heart rate, blood pressure, and digestion. The ANS has two branches: the sympathetic nervous system, which prepares the body for ""fight or flight"" responses, and the parasympathetic nervous system, which promotes relaxation and restoration. This response helps to conserve energy and maintain homeostasis in the body. It also helps to protect the body from physical harm by regulating functions such as sweating and pupil dilation.",0.453,0.624,0.525
134,Describe how adaptations are beneficial to the survival of an individual organism and to a species.,"Those organisms that are best suited to their environment survive and reproduce, passing on their advantageous adaptations to their offspring. Adaptations help individual organisms survive and they are also critical for the survival and reproduction of populations and species. Adaptations are inherited characteristics and are the qualities that the theory of evolution by natural selection and the survival of the fittest are based on.","Adaptations enable an individual organism to survive by allowing it to cope with its environment, such as through camouflage for protection or specialized digestive systems for nutrient acquisition. These traits also contribute to the long-term survival of a species by enhancing its ability to reproduce and pass on advantageous characteristics to offspring. Adaptations can lead to increased fitness, improved resource utilization, and enhanced resistance to disease, ultimately benefiting the species' overall success and persistence. This, in turn, allows the species to thrive and evolve over time.",0.592,0.645,0.617
135,How does evaporative cooling work? Give examples of evaporative cooling in animals.,"When water on skin evaporates to gas, it transfers some of body’s heat to the atmosphere, causing cooling. Examples include humans sweating, kangaroos licking their forearm fur, and elephants wallowing in mud or spraying water","Evaporative cooling is a process where water evaporates from the surface of an object or animal, taking heat away and cooling the surrounding area. In animals, this can be seen in species such as camels and horses, which have large sweat glands that help to cool them down on hot days. The evaporation of sweat from these animals' coats helps to lower their body temperature, making it easier for them to regulate their internal heat. This process is also used by some insects, like ants, which can evaporate water from their bodies to cool themselves in hot environments.",0.552,0.593,0.572
136,What is the liver's role in homeostasis? Outline the mechanism for this control.,"The liver minimises the greater changes in blood glucose levels that would otherwise occur after meals. The liver converts excess glucose to glycogen. If the liver is full of glycogen, the liver converts any further excess of glucose to fat, which is stored in adipose tissue. After treatment, blood returning to the heart has a relatively normal level of glucose.","The liver plays a crucial role in maintaining homeostasis by regulating various physiological processes, including metabolism, detoxification, and energy production. The liver achieves this through its ability to metabolize nutrients, filter toxins, and store glycogen, which helps maintain blood sugar levels. Additionally, the liver produces bile, which aids in fat digestion and absorption, further contributing to overall homeostasis. This control is maintained through a complex interplay of enzymes, hormones, and signaling pathways that allow the liver to adapt to changing physiological demands.",0.558,0.628,0.591
137,Give at least three examples of water-conserving adaptations in plants.,"Answers may include—reduced leaf area, tough cuticles, extensive root systems, strap-like leaves that may roll up during water shortages, leaves coated with fine hairs to cool the surface, water storage in tissues or stem, spines, spherical form.","Plants have evolved various water-conserving adaptations to survive in environments with limited water availability. Three examples include succulent leaves that store water, deep roots that access groundwater, and CAM photosynthesis which allows plants to conserve water by opening their stomata at night rather than during the day. Additionally, some plants have developed waxy or hairy surfaces on their leaves to prevent water loss through transpiration.",0.536,0.6,0.566
138,Why are all newborn babies tested for phenylketonuria (PKU) disease?,"Early detection of PKU enables caregivers to change the diet of the newborn, which prevents damage and reduces complications from the disease.","Newborns are tested for PKU because it is a genetic disorder that can cause severe intellectual disability and other serious health problems if left untreated. The test detects high levels of the amino acid phenylalanine in the blood, which is a hallmark of PKU. Early detection allows for prompt treatment with a special diet to prevent brain damage and developmental delays. This screening is typically done as part of routine newborn testing.",0.546,0.675,0.603
