ID,QUESTION,ANSWER,Generated Answer,Precision,Recall,F1
86,Define the term 'xenotransplantation'.,"Xenotransplantation involves the transplantation of cells, tissues or organs from a donor species to a different species (e.g. from a non-human donor species to a human).","Xenotransplantation is a process that involves transplanting cells, tissues, or organs from one species into another. This can be used for medical research and treatment purposes. The provided documents do not directly relate to xenotransplantation; however, they provide information on gene therapy, cloning, and reproductive manipulation in agriculture.

Based on this information, I can provide a general response to the question. Xenotransplantation is a complex process that requires the transplantation of cells, tissues, or organs from one species into another. This can be done for medical research purposes, such as studying disease mechanisms, developing new treatments, and testing therapies. The process involves identifying suitable donors, isolating and culturing the donor cells or tissue, and transplanting them into the recipient. Xenotransplantation has implications for various fields, including medicine, biotechnology, and agriculture.

In summary, xenotransplantation is a process that involves the transplantation of cells, tissues, or organs from one species into another, with potential applications in medical research and treatment.",0.553,0.698,0.617
87,Provide an example of a therapeutic application of recombinant DNA technology in medicine.,Answers may vary but could include: • epidermal growth factor used in the treatment of burns to improve the survival of skin grafts • interleukin-2 used in cancer treatment • antibodies for immunotherapy • vaccines against a number of viruses.,"Scientists have successfully used recombinant DNA technology to create a therapeutic agent that has been applied in medical treatment. One example is the production of Antithrombin III (AT-III) in goats' milk. This protein is essential for preventing blood clotting disorders and was previously difficult to obtain. By inserting the human AT-III gene into fertilized goat cells, scientists were able to produce a genetically engineered female goat that produces AT-III in its milk. This innovation has the potential to improve human health by providing a reliable source of this life-saving protein for treating blood clotting disorders.",0.46,0.487,0.473
88,Outline the chain of infection.,infectious agent → reservoir → portal of exit → mode of transmission → portal of entry → susceptible host,"The six key steps involved in the transmission of infectious agents are:

1. Source: The pathogen originates from an infected individual, animal, or environment.
2. Portal of exit: The pathogen exits the source through a pathway, such as direct contact, indirect contact, or vector transmission.
3. Vector (if applicable): The pathogen is carried by an intermediate host, such as a mosquito or flea, to facilitate its transmission.
4. Entry: The pathogen enters the new host's body through a portal of entry, which may be the same as the portal of exit.
5. Adhesion: The pathogen binds to the host cell surface receptors, facilitating its attachment and subsequent entry into the cell.
6. Neutralization: The pathogen undergoes adaptation or mutation to evade the host's immune response, allowing it to replicate and cause disease.

Each step plays a crucial role in the chain of infection, enabling the transmission of infectious agents from one host to another.",0.402,0.604,0.483
89,Name three portals of exit in human hosts,"Respiratory tract, gastrointestinal tract, genitourinary tract or skin","The three primary ways that pathogens, such as bacteria, viruses, and parasites, can leave their human host cells are:

* Adhesion: Pathogens adhere to the surface of host cells, allowing them to enter and multiply.
* Entry: Pathogens enter the host cell through mechanisms such as endocytosis or receptor-mediated uptake.
* Neutralization: Pathogens release toxins or other substances that damage the host's immune cells, making it difficult for the host to defend against the infection.

These adaptations enable pathogens to overcome the host's defense mechanisms and cause disease.",0.298,0.421,0.349
90,Distinguish between an epidemic and a pandemic.,"An epidemic is the sudden increase in the number of cases of a disease above what is normally expected in a population of an area. A pandemic is an epidemic that has spread over several countries or continents, usually affecting a large number of people.","The primary difference between an outbreak that affects a large number of people within a specific geographic area (epidemic) versus one that spreads globally and across multiple regions, potentially affecting millions of individuals worldwide (pandemic), lies in the scope and scale of the disease's spread. An epidemic typically occurs within a defined population or area, whereas a pandemic is characterized by the rapid transmission of an infectious agent across continents or even worldwide.",0.638,0.705,0.67
91,Compare germ theory to the theory of spontaneous generation.,Germ theory replaced spontaneous generation as the explanation for the occurrence and transmission of disease. Spontaneous generation states that life can arise from non-living matter while germ theory states that life comes from existing living matter.,"The principles of the germ theory propose that microorganisms are responsible for the development of diseases, whereas the theory of spontaneous generation suggests that living organisms can arise from non-living matter without the involvement of external agents. The key difference lies in the concept of contamination and the origin of microorganisms. According to the germ theory, microorganisms are carried in the air or by other means, whereas spontaneous generation proposes that they spontaneously generate from non-living matter.",0.627,0.774,0.692
92,What are Koch's four postulates?,"1 The microorganism must be present in the tissues of the infected organism and not in a healthy organism. 2 The microorganism must be able to be cultivated in isolation from the infected organism. 3 When an uninfected organism is then inoculated with the culture, it should develop symptoms of the disease. 4 Samples from the second infected organism should be able to be isolated and found to be the same as the microorganism from the first infected organism.","According to Robert Koch's postulates, there are three essential criteria for determining whether a microorganism is responsible for causing a specific disease:

1. The microorganism should be found in all organisms suffering from disease, but not found in healthy organisms.
2. The microorganism must be isolated from the diseased organism and cultured.
3. The cultured agent must cause the same disease when injected into a healthy organism.

These postulates provide a scientific framework for establishing causality between a microorganism and a specific disease.",0.633,0.696,0.663
93,Explain one limitation of Koch's postulates.,answers should include either: asymptomatic carriers do not meet postulate 1; pathogens such as viruses that cannot be cultured and so do not meet postulates 2 and 3.,"One notable exception to the utility of Koch's postulates as a means of definitively identifying a microbial pathogen is viruses. Viruses cannot be isolated and grown in pure culture, making it difficult to apply Koch's postulates to identify them as pathogens. This challenges the usefulness of this classic approach in certain situations where viral pathogens are present.",0.473,0.502,0.487
94,Give two examples of pathogens that cause disease in plants,"Student answers may vary. The following are some examples: Phytophthora infestans, which causes potato blight; Fusarium oxysporum, the cause of Panama disease; Phytophthora cinnamomi, the cause of root rot or dieback disease.","Two types of microorganisms that can infect and cause diseases in plant species are bacteria and fungi. Bacteria can penetrate the thick cell wall of plants through tissue damage caused by insects or other means, while fungi can secrete enzymes to dissolve plant cell walls and feed on dead tissue. Some examples of plant diseases include rust and soft rot, which are caused by fungal infections, and Panama disease, a severe disease affecting banana crops worldwide.",0.509,0.506,0.508
95,What is a zoonotic disease? Give an example of this type of disease.,"A zoonotic disease is a disease that has passed from an animal host to a human. An example is bovine spongiform encephalopathy (BSE) in cows, which can be transmitted to humans as variant Creutzfeldt-Jakob disease (vCJD).","A zoonotic disease is a type of infectious disease that can be transmitted between animals and humans, often through vectors such as mosquitoes, ticks, or fleas. One well-known example is Malaria, caused by the Plasmodium parasite, which is primarily spread by the bite of an infected mosquito. The transmission dynamics involve the vector (mosquito) feeding on an infected animal, picking up the parasite, and then transmitting it to a human through its bite.",0.597,0.63,0.613
96,Describe antigenic variation. What is the purpose of this adaptation in pathogens?,"Antigenic variation is the ability of pathogens to change their antigens (molecules on cells/pathogen surface that can induce an immune response in the host). Antigenic variation allows the pathogen to avoid recognition by the host’s immune system upon secondary exposure, giving the pathogen more time to colonise its host","Antigenic variation is a key mechanism used by pathogens to evade host immune responses and persistently infect individuals. This process involves changes in the antigens present on the surface of pathogen cells, allowing them to avoid recognition by the host's immune system. For example, influenza viruses use antigenic variation to change their cell surface proteins, making it more difficult for the host to mount an effective immune response. As a result, pathogens like influenza can evade the immune system and continue to infect individuals, leading to persistent infections.",0.672,0.755,0.711
97,Briefly describe how HIV overcomes the host's immune response.,HIV uses the host’s T lymphocytes which direct coordination of the immune response. HIV has a protein on its surface that binds to receptors on T lymphocytes and hijacks those cells to make replicates of the virus.,"HIV evades the host's immune response by exploiting the normal functioning of the human immune system. Specifically, HIV targets CD4+ T cells, which are key players in cell-mediated immunity. When HIV infects a CD4+ T cell, it expresses antigens on its surface that can be recognized by cytotoxic T cells and natural killer cells. However, HIV's ability to mutate and evolve allows it to evade recognition by the immune system, making it difficult for the body to mount an effective response.

The virus also targets activated CD4+ T cells, which are critical for cell-mediated immunity. This is because activated CD4+ T cells produce chemokines that attract other immune cells, such as macrophages and dendritic cells, to the site of infection. HIV can infect these cells, leading to their depletion and impaired immune function.

Additionally, HIV can exploit the normal functioning of the human immune system by using the host's own immune response against itself. For example, HIV-infected CD4+ T cells can be killed by cytotoxic T cells, but this process is not sufficient to eliminate the virus. Instead, HIV persists in the body, leading to chronic infection and AIDS.",0.544,0.657,0.595
98,How does sneezing advance transmission of pathogens?,Some pathogens have adaptations that cause the host to produce extra mucus and cause discomfort resulting in sneezing. Sneezing can spread pathogens much faster and further to susceptible hosts than through direct skin-to-skin contact.,"Here's how the sudden increase in airflow and pressure caused by sneezing facilitates the dispersal of airborne pathogens, such as viruses or bacteria, from an infected person to others:

The rapid release of air during sneezing creates turbulence that can suspend pathogenic particles in the air for a longer period. This increases the chances of these particles being transferred to another individual through direct contact, indirect contact with contaminated surfaces, or even airborne transmission. The sudden increase in airflow also helps to disperse pathogens over a wider area, potentially advancing their transmission.",0.537,0.613,0.573
99,Distinguish between disease caused by viruses and those caused by bacteria.,Viral pathogens rely on their viral envelope and capsid to penetrate host cells. Once a virus infects a host plant it can either result in a localised infection or it can move apoplastically or symplastically through the plant to become a systemic infection. Bacteria enter host plants via the stomata or other small wounds/openings. Once they have infected the plant they can move apoplastically to travel around the plant.,"Here's a concise response to the user's query:

There are some key similarities and differences in the characteristics, symptoms, and treatment approaches of diseases caused by viruses compared to those caused by bacteria. Both types of pathogens can cause various diseases, but they have distinct structures and reproduction mechanisms. Viruses are intracellular pathogens that replicate inside host cells, while bacteria are extracellular organisms that multiply outside cells. This difference affects the way we treat viral and bacterial infections. For example, antibiotics are ineffective against viruses and are only useful for treating bacterial infections. Antiviral drugs exist for some viral diseases, such as HIV and influenza, but they often have side effects and are not commonly used for less serious viral illnesses. Vaccines can be used to prevent or treat certain viral infections.",0.477,0.524,0.499
100,Determine how you would distinguish between a healthy and a diseased plant,"Observing the colour and appearance of a plant is essential to determining whether the plant is healthy or unhealthy. Healthy plants typically exhibit stems which are straight and not wilted, leaves which are of a dark green colour and not discoloured or misshapen. Flowers of healthy plants are brightly coloured and plentiful. Healthy plants do not have lesions or other abnormal growths and may have multiple stems which are thicker. Unhealthy plants on the other hand exhibit discolouration in leaves and stems and flowers are not present or are very few. Plants that are suffering from disease may also exhibit wilting, dieback and organ deformities (leaf curling and excessive growths) especially when infections produce galls and other lesions.","To identify characteristic physical features of a plant indicating overall wellness versus signs of stress, disease, or nutrient deficiencies, you can examine the plant's morphology. Look for signs of stress such as rolled or curled leaves, epinasty (downward curvature), or stunted growth. Disease symptoms may include lesions, blights, or fungal growth on the leaves or stems. Nutrient deficiencies can cause changes in leaf color, texture, or shape. Healthy plants typically have sturdy stems, vibrant green leaves, and well-developed roots.",0.618,0.586,0.602
101,List at least three physical barriers that aid in the prevention of pathogen entry into animals,The physical barriers that help to prevent pathogen entry are: • skin—which prevents entry of pathogens into the body • cilia—help to move mucus and other debris into the stomach or out of the body • peristalsis—aids in the movement of secretions (mucus) or foreign invaders to the stomach to kill pathogenic organisms.,"Here are three examples of physical barriers found in animals that help prevent pathogens from entering their bodies:

1. Skin: The skin is a large physical barrier that protects cells from pathogens. Its waterproof surface prevents the growth of pathogens, and sweat glands help to hinder their growth.
2. Mucous Membranes: Mucous membranes are located on the surfaces of respiratory and digestive tracts, trapping pathogens and allowing saliva with enzymes to break them down.
3. Cilia: Tiny structures in the respiratory tract cause vibrations that allow mucus containing trapped pathogens to be coughed or sneezed up.

These physical barriers work together as a first line of defense to prevent pathogens from entering the body.",0.6,0.655,0.626
102,List at least three chemical barriers that aid in the prevention of pathogen entry into animals.,"The chemical barriers that help to prevent pathogen entry into an animal are typically bodily secretions such as: • mucus—a sticky substance that traps pathogens and other foreign matter that enters the body • sebum—an oily substance produced by the sebaceous glands that make the skin slightly acidic to prevent pathogenic organisms from growing on the skin and entering the body • cerumen—an oily waxy substance produced by the glands in the ear canal that helps to trap foreign substances and pathogens • acidic secretions (stomach, urogenital)—provide an acidic environment which pathogens are unable to tolerate and aid in the destruction of pathogenic organisms • lacrimal secretions—produced by the tear ducts they contain enzymes and other substances that break down bacterial cell walls and prevent infection by washing away debris and other foreign matter • lysozymes—enzymes found in secretions such as saliva, mucus and tears. This enzyme breaks down bacterial cell walls","Organisms use various physical and chemical mechanisms to prevent pathogens from entering their bodies, thereby reducing the risk of infection. Some examples include the production of acidic secretions that chemically screen out pathogens, the release of antimicrobial chemicals that prevent the growth of other organisms, and the presence of beneficial bacteria that outcompete pathogenic bacteria. Additionally, physical barriers such as mucous membranes and cilia help to entrap and expel pathogens from the body.",0.614,0.562,0.586
103,How are microflora necessary for the health of an animal?,"Microflora are beneficial bacteria that inhabit the skin, mouth, nose, throat, lower part of the gastrointestinal tract and the urogenital tract in healthy individuals. Microflora plays an important role in keeping pathogenic organisms from inhabiting an animal. The presence of microflora prevents the growth and colonisation of other bacteria because microflora compete with pathogenic bacteria for space and resources, and produce chemicals that reduce the pH of the micro-environment.","Microorganisms play a crucial role in maintaining the overall well-being and resistance to disease of animals. They contribute to the proper functioning of various bodily systems through processes such as digestion, nutrient absorption, and immune system response. For instance, beneficial microbes in the gut help break down food, produce vitamins, and regulate the immune system. Additionally, microorganisms on the skin's surface help defend against pathogens by producing antimicrobial compounds and competing for resources.",0.583,0.612,0.598
104,Outline the main components of the innate immune system,"The main components of the innate immune system are a number of specialised types of white blood cells (e.g. neutrophils, macrophages, monocytes, dendritic cells), a number of proteins and enzymes (e.g. lysozymes, cytokines, and complement proteins), inflammatory responses (involving histamines and prostaglandins), and apoptosis (programmed cell death).","The primary mechanisms of the innate immune system include physical barriers such as skin and mucous membranes, which prevent pathogens from entering the body. The skin acts as a waterproof barrier that limits pathogen growth and prevents entry, while mucous membranes line digestive, respiratory, reproductive, and urinary tracts with antigen-containing mucus. Cellular components like neutrophils and macrophages also play a crucial role in recognizing and responding to pathogens. Neutrophils engulf and kill bacteria through phagocytosis, while macrophages recognize and digest foreign substances. Additionally, molecular mediators such as cytokines and complement proteins help stimulate phagocytes, attract them to the site of infection, or destroy the membranes of invading pathogens.",0.554,0.603,0.577
105,Phagocytes are important cells of the innate immune system. What is the function of some phagocytes that links the innate and adaptive immune systems?,"Some phagocytes, such as macrophages and dendritic cells, are involved in antigen presentation to lymphocytes. It is this antigen presentation that links the innate and adaptive immune systems.","Dendritic cells play a crucial role in linking the innate and adaptive immune systems by processing antigens and presenting them to T-cells. As phagocytes, they engulf and break down pathogens, then migrate to lymphoid organs where they present the processed antigens to naive T-cells through Major Histocompatibility Complex (MHC) molecules. This process enables the activation of T-cells, which then differentiate into effector cells that target specific pathogens, leading to the adaptive immune response.",0.573,0.709,0.634
106,Distinguish between neutrophils and macrophages.,"This information may be presented in a table and diagrams drawn for further distinguishable features of both cells. Neutrophils are one of the most abundant white blood cells and a type of phagocyte. They can be distinguished by vesicles within their cytoplasm, which contain antimicrobial proteins to destroy pathogenic organisms. These cells are produced in the bone marrow and may live for a few hours. Macrophages on the other hand are matured monocytes. Macrophages work by ingesting pathogens in a phagosome. The cell membrane of the macrophage then binds with a lysosome (containing digestive enzymes) that dissolves the contents of the phagosome. Macrophages are antigen-presenting cells and aid in the recognition of an invader by initiating T and B lymphocytes to be released. Macrophages may live for several months engulfing pathogenic organisms.","Here is a concise answer:

The main differences between neutrophils and macrophages are their roles in inflammation. Neutrophils are primarily involved in phagocytosing pathogens during acute inflammation, whereas macrophages play a crucial role in scavenging cellular debris and foreign substances from tissues over an extended period.",0.631,0.534,0.578
107,Which MHC class interacts with helper T lymphocytes. and which interacts with cytotoxic T lymphocytes?,MHC-II interacts with helper T lymphocytes and MHC-I interacts with cytotoxic T lymphocytes,"The Major Histocompatibility Complex (MHC) class II interacts with CD4+ helper T cells, while MHC class I interacts with CD8+ cytotoxic T cells.",0.668,0.764,0.713
108,Identify the different types of T lymphocytes and their functions.,"T lymphocyte Function helper T lymphocytes activate in recognition to an antigen presented by a phagocyte (macrophage) prompt T lymphocytes to release cytokines and stimulate B lymphocytes to differentiate into plasma cells which multiply and secrete antibodies and memory B lymphocytes as a response stimulate the production of cytotoxic T lymphocytes and cause macrophages to phagocytose more rapidly cytotoxic T lymphocytes (killer T cells) recognise and kill foreign, infected or abnormal host cells by releasing toxic compounds destroy the body cell by deteriorating its cell membrane or injecting enzymes that will kill the cell and prevent the pathogen from infecting any further suppressor T lymphocytes turn off the immune response once the antigen has been successfully contained, destroyed or removed memory T lymphocytes remain in the body (in the lymphatic system) ready to mobilise if reinfected with the same pathogen able to quickly proliferate (divide) into effector T cells to","The various subsets of T lymphocytes include CD4+ helper T cells, CD8+ cytotoxic T cells, regulatory T cells, and memory T cells. CD4+ helper T cells play a crucial role in coordinating the immune response by stimulating the proliferation and differentiation of specific B and T cells through the secretion of cytokines. CD8+ cytotoxic T cells, also known as killer T cells, directly target and eliminate infected cells or tumor cells that display viral antigens on their surface. Regulatory T cells suppress the activity of other T cells to prevent autoimmune responses and ensure the immune response is terminated once the pathogen has been eliminated. Memory T cells provide immunological memory by remaining in circulation after infection, allowing for a quicker and more effective response upon re-exposure to the same antigen.",0.642,0.644,0.643
109,Explain why the lymphatic system is an important part of the adaptive immune response.,"The lymphatic system is an important part of the immune response generally because it is involved in the transport of immune cells throughout the body, and of adaptive immune responses specifically, because secondary lymphoid tissues are sites where antigen-presenting cells present antigens to lymphocytes, activating them and stimulating an adaptive immune response.","The lymphatic vessels, lymph nodes, and spleen play crucial roles in identifying, processing, and eliminating pathogens from the body during the adaptive immune response. Lymphatic vessels transport or filter lymph fluid, which circulates through lymph nodes that filter foreign bodies out of the fluid by lymphocytes that attack and kill bacteria. The lymph nodes also contain memory B and T cells that can be triggered if the infection is secondary. Additionally, the spleen filters blood plasma and removes pathogens from it, helping to eliminate them from the body.",0.608,0.661,0.634
110,Define ' immunity'.,"The ability of a body or organism to recognise foreign substances, stimulate immune cells and kill and destroy the pathogen or foreign matter is known as immunity.","In the context of human health, ""immunity"" refers to an individual's ability to resist or recover from certain diseases or infections. It is a state where the body can recognize and respond to specific pathogens, triggering an immune response that either eliminates the pathogen or minimizes its impact on the body. Immunity can be acquired through exposure to an antigen, also known as active immunity, or it can be supplied from another source, such as antibodies passed from mother to child during pregnancy or breast milk, which is referred to as passive immunity.",0.547,0.698,0.613
111,Describe the process of phagocytosis.,"Phagocytosis is the process by which phagocytes (e.g. macrophages) engulf other cells or particles—particularly foreign matter or pathogens. First, the phagocyte recognises the antigen of the pathogen as foreign and engulfs it. The cell membrane then forms a vacuole (called a phagosome) around it. Next, a lysosome, containing digestive enzymes, fuses with the phagosome, forming a phagolysosome. The digestive enzymes break down the pathogen and the antigen fragments are presented on the surface of the phagocyte by MHC-II molecules. The leftover fragments are then released from the cell by exocytosis.","The step-by-step mechanism of phagocytosis, a process by which cells like neutrophils or macrophages engulf and digest foreign substances like bacteria or cellular debris, involves the following steps:

1. The phagocyte engulfs the foreign material, forming a phagosome.
2. A lysosome fuses with the phagosome, forming a phagolysosome.
3. Within the phagolysosome, enzymes break down the foreign material into smaller pieces.
4. The small waste fragments are expelled from the phagocyte by exocytosis.

This process is crucial for protecting the body against invaders and maintaining tissue homeostasis.",0.719,0.727,0.723
112,Distinguish between antibodies and antigens.,"Antibodies, also known as immunoglobulins (Ig), are produced by B lymphocytes and released into the blood and lymph. Antibodies are proteins that bind to specific antigen molecules. The basic unit of an antibody molecule is a Y-shaped protein, formed by four polypeptide chains—two long heavy chains and two short light chains. Antibodies interfere with the function of the pathogen in a number of ways, including neutralising bacterial toxins, binding to antigens and activating phagocytes, and binding with soluble antigens causing them to precipitate out of solution. Antigens are unique molecules or parts of molecules that can be recognised by T lymphocytes or by antibodies produced by B lymphocytes. Antigens may be toxins, foreign substances, pathogens or parts of a pathogen that allow the body to recognise potentially harmful substances foreign to a body and mount an immune response against them. There are two main types of antigens: foreign antigens (heteroantigens) and non-foreign antigens (autoantigens). Antibodies induce an immune response to produce antibodies.","The primary differences between antibodies and antigens are that antibodies are proteins produced by the immune system to bind to and neutralize pathogens or toxins, whereas antigens are substances that trigger an immune response and stimulate the production of specific antibodies. Antibodies are Y-shaped proteins made by B cells in response to an invading pathogen, while antigens are molecules recognized as foreign by the body and trigger an immune response.",0.723,0.579,0.643
113,What is meant by the term 'emerging infectious disease'?,"Emerging infectious diseases are either new or previously unrecognised diseases; diseases that have increased in incidence, virulence or geographic range; or diseases that may increase in the near future","According to the provided documents, factors that contribute to a novel pathogen or virus becoming an emerging infectious disease include:

* Virulence of the virus strain
* Population density
* Population mobility in infected areas
* Host exposure and susceptibility
* Cultural beliefs and behavioral practices
* Public health infrastructure

These factors can lead to rapid spread of the disease, affecting a large number of people due to its unexpected or unusual characteristics.",0.474,0.556,0.512
114,How can an organism become pathogenic and cause disease?,"New diseases emerge because of mutations in a pathogen, as well as when pathogens are exposed to a selection pressure (e.g. a drug) or adapt to a new host. Mutations may enable a pathogen to move to a new host. New mutations may increase the virulence, that is the ability of the pathogen to move into a wider range of hosts.","The key factors that allow a microorganism to undergo genetic or environmental changes that enable it to adapt to a new host, evade the immune system, and produce toxins or other virulence factors that cause disease are:

* Adaptation to survive in its environment/past environment
* Specialized digestive enzymes or other adaptations that allow it to reproduce and pass on these traits to the next generation (natural selection)
* Ability to enter the host, adhere to host cells, resist/avoid secondary immune responses, survive to reproduce, and damage the host to leave and be transmitted to a new host

These factors enable pathogens to cause disease by bypassing the host's first line of defense, overcoming/bypassing host defense mechanisms, and multiplying in host tissues.",0.549,0.623,0.584
115,Identify three human behaviours that can facilitate the spread of infectious disease.,"Answers may include: human-to-human contact, sexual activity, medical procedures.","Three specific human behaviors that, if not practiced safely or hygienically, can increase the risk of transmitting infectious diseases to others are:

* Not washing hands regularly and properly, which can spread pathogens like E.coli, salmonella, and hepatitis A.
* Failing to maintain good food hygiene, such as not handling and storing food properly, which can lead to foodborne illnesses like cholera and dysentery.
* Ignoring personal hygiene practices, such as not showering regularly or covering one's mouth when coughing, which can spread respiratory pathogens like Giardia.",0.368,0.484,0.418
116,Name six procedures that can be used to prevent the spread of infectious disease.,1 hygiene practices 2 quarantine 3 vaccination 4 public health campaigns 5 use of pesticides 6 genetic engineering,"Here are six specific methods that can be implemented to hinder the transmission of infectious diseases, thereby safeguarding public health:

1. **Vaccination**: Provides immunity against specific infectious diseases and helps prevent their spread.
2. **Public Health Campaigns**: Focuses on prevention and control through strategies like health promotions, immunization campaigns, and disease prevention programs.
3. **Use of Medications**: Antivirals target viruses, while antibiotics target bacteria, helping to treat and contain the spread of infectious diseases.
4. **Environmental Management and Quarantine**: Regulates exposure to pathogens by modifying environments and behaviors, including measures like surveillance, monitoring, screening, and clearance procedures.
5. **Mobility Control**: Limits or controls human mobility through travel restrictions and quarantine to prevent the spread of infectious diseases.
6. **Genetic Engineering**: Can create disease-resistant plants, silence genes in targeted pathogens, and engineer genes of vectors to control the spread of disease.

These methods can be used individually or in combination to effectively prevent and control the transmission of infectious diseases.",0.39,0.666,0.492
117,Explain the difference between active and passive immunity.,"Active immunity involves an individual’s own adaptive immune response. It takes time to develop, but the immunological memory that results can last for many years, even a lifetime. Passive immunity involves the transfer of antibodies produced by another organism. This type of immunity is immediate, but will only protect the recipient for a few weeks or months because it does not result in immunological memory.","The primary distinction between active immunity and passive immunity is that active immunity involves the individual's immune system producing antibodies as a direct response to the presence of antigens, such as through vaccination or infection. In contrast, passive immunity occurs when an individual receives pre-formed antibodies from another source, providing temporary protection against specific pathogens.",0.617,0.571,0.593
118,Provide an example of a public health crisis in Australia caused by infectious disease and describe the public health campaign.,"An example answer is: In July 1998 the Greater Western Sydney water supply was infected by high concentrations of the parasites Cryptosporidium and Giardia. An immediate public health campaign was launched. It included educating the public about the parasites and possible causes of water supply contamination as well as informing the public about the resulting treatment of the water supply. Information was disseminated through the media, schools and community organisations, as well as any locations where contact with contaminated water was likely (such as public pools and water fountains).","One significant public health crisis in Australia due to an infectious disease was the 1918 Spanish flu pandemic. In response, the government and healthcare professionals implemented a public health campaign to mitigate its impact. This included isolation of infected individuals, quarantine measures, and vaccination efforts. The campaign also involved education and awareness programs to promote good hygiene practices, such as handwashing and mask-wearing. Additionally, government regulations were enforced to reduce overcrowding and prevent further spread of the disease.",0.57,0.557,0.563
119,Explain how antiseptics and disinfectants differ from antibiotics.,"Disinfectants are used to kill pathogens on surfaces. Antiseptics are used to kill pathogens on the body. They are nonspecific chemicals, killing or inactivating most viruses, bacteria and fungi. Antibiotics are used in the body and are specific for a group of bacteria","Antiseptics and disinfectants work by killing or inhibiting microorganisms on surfaces, whereas antibiotics target specific bacterial infections within the body. Antiseptics and disinfectants are designed for external use, whereas antibiotics are used to treat internal infections.",0.716,0.689,0.702
120,List some ways in which antiviral drugs may limit the spread of a virus.,"Antiviral drugs can work by: • preventing the virus from entering the cell, by binding to receptors that allow the virus to enter • inhibiting enzymes that catalyse reproduction of the virus genome • inhibiting reverse transcriptase (for retroviruses) • blocking transcription and translation of viral proteins • preventing the viruses from leaving the cell, so they cannot infect other cells.","Antiviral drugs employ several strategies to impede the transmission and proliferation of a viral infection, thereby mitigating its spread. These strategies include inhibiting enzymes that catalyze the reproduction of the viral genome, blocking transcription and translation of viral proteins, and preventing the virus from leaving the cell. Additionally, antivirals can target specific viral pathogens, slowing down the progress of the disease to allow the body's natural defenses to take over.",0.691,0.738,0.714
121,How does antibiotic resistance arise and spread through bacterial populations?,Antibiotic resistance genes may already be present in the genome. They originate by mutation and can be passed to offspring in cell replication—all cells in a clone or colony of bacteria will have the resistance genes. They can be spread between bacteria by horizontal gene transfer—transferring plasmids that have resistance genes.,"Bacteria evolve to resist antibiotics through natural selection, where individuals with genetic variations conferring resistance survive and reproduce, passing these traits on to their offspring. This process is accelerated by human factors such as misuse and overuse of antibiotics, leading to the emergence of widespread antibiotic resistance. Additionally, practices like partial treatment courses, use of antibiotics in food-producing animals, and antibacterial ingredients in cleaning products also contribute to the development of resistant strains.",0.526,0.559,0.542
122,Distinguish between an epidemic and a pandemic.,"An epidemic is the sudden increase in the number of cases of a disease, above what is normally expected in that population in that area. A pandemic is an epidemic that has spread over several countries or continents, usually affecting a large number of people.","The key difference between a widespread outbreak of disease that affects many people within a specific geographic area, such as a country or city (epidemic), and a global outbreak that spreads rapidly across multiple continents and affects a large proportion of the world's population (pandemic) is the scope of the outbreak. An epidemic typically refers to an outbreak that occurs in a defined area or population at the same time, whereas a pandemic is the spread of a new disease across a continent or even worldwide.",0.654,0.699,0.676
123,Describe herd immunity.,"Herd immunity is when a large number of people in a population are immune to a pathogen, reducing the chance of it successfully spreading through that population.","Herd immunity is a concept where a significant percentage of a population becomes immune to a disease, thereby protecting those who are not immune, such as young children or people with compromised immune systems. This occurs when enough individuals in the community have developed immunity through vaccination or natural infection, making it difficult for the disease to spread from person to person. As a result, even those who are not immune, such as young children or people with compromised immune systems, are protected against the disease.",0.574,0.752,0.651
124,Differentiate between the incidence and prevalence of a disease.,"The incidence of disease is the rate of occurrence of new cases, indicating the risk of contracting the disease. The prevalence of disease measures the proportion of cases in the population at a given time, indicating how widespread the disease is.","The key differences between incidence and prevalence are as follows: Incidence refers to the number of new cases of a disease that occur within a specific population or time period, whereas prevalence is the total number of existing cases of a disease in a given population or time period. In other words, incidence measures the rate at which people become newly infected with a disease, while prevalence measures the proportion of the population that has the disease at any given time.",0.643,0.737,0.686
125,Provide two reasons why knowledge of Indigenous Australian bush medicine remains limited.,"Two example answers are: (1) Traditional Indigenous Australian knowledge is shared through oral tradition, as well as singing and dancing ceremonies rather than recorded in writing. (2) Little research has been conducted on Indigenous Australian bush medicine and healing practices.","Two major factors that contribute to the restricted understanding of traditional Indigenous Australian healing practices, including their botanical applications, are the lack of written documentation and the need to recognize intellectual property rights. Much of the knowledge has been shared through oral traditions, such as song, dance, and storytelling, making it challenging to record and document. Additionally, acknowledging the intellectual property rights of Indigenous Australians is crucial to preserving their cultural heritage and ensuring that their knowledge is not exploited without consent.",0.56,0.649,0.601
126,Identify some traditional roles of Indigenous Australian healers in bush medicine.,"Diagnosing, advising, reassuring and performing healing treatments.","Indigenous Australian healers used traditional bush medicine to diagnose and treat illnesses and injuries. They would typically crush plant material, such as tannins, mucilage, oils, latex, and alkaloids, into a poultice or infuse it with water to drink. These preparations were often used to manage infectious diseases, and the Aboriginal people would use specialized techniques to minimize harmful effects. The bioactive compounds found in these traditional bush medicines have been discovered by scientists to contain antimicrobial properties, which are useful in managing certain infectious diseases.",0.356,0.571,0.438
